LINK,ID da resposta,Data de envio,Última página,Idioma inicial,Semente,Código de Acesso,Data de início,Data da última ação,GENERO,IDADE,RENDA,ESCOLARIDADE,COMP/CEL,TEM INSTA?,Com qual frequência acessa o aplicativo? [Eventualmente],Com qual frequência acessa o aplicativo? [Até 1 vez por semana],Com qual frequência acessa o aplicativo? [Mais de uma vez por semana],Com qual frequência acessa o aplicativo? [Pelo menos uma vez por dia],Com qual frequência acessa o aplicativo? [Mais de uma vez por dia],"Você segue algum perfil de espaço cultural (Ex.: Teatro, Cinema, Casa de Show, Museu, Galeria de Arte, etc...) no Instagram?","Se você segue algum perfil de espaço cultural no Instagram, por favor, se puder, insira aqui o nome do perfil que considera acompanhar com maior frequência.",CON1,CON2,CON3,CON4,CON5,CON6,CON7,INT1,INT2,INT3,INT4,INF1,INF2,INF3,INF4,INF5,INF6,INF7,INC1,INC2,INC3,INC4,ENG1,ENG2,ENG3,ENG4,ENG5,ENG6,ENG7,ENG8,ENG9,ENG10,ENT1,ENT2,ENT3,ENT4,COM1,COM2,COM3,CONF1,CONF2,CONF3,CONF4,ENV1,ENV2,ENV3,ENV4,ENV5,ENV6,ENV7,ENV8,ENV9,ENV10,0
INT,698,2021-06-20 21:52:08,7,pt-BR,16058514,aj6ks3Wa9n7MzDr,2021-06-20 20:55:50,2021-06-20 21:52:08,Feminino,42,Acima de 3 e até 5 salários mínimos,Pós-Graduação,Celular,Sim,Não,Não,Não,Sim,Não,Sim,cinemarck,2,2,1,2,3,3,4,2,6,2,3,6,4,3,6,3,6,5,5,5,7,4,6,4,7,4,4,4,4,5,3,3,7,4,4,5,3,6,3,4,5,5,3,2,4,5,4,2,4,4,4,5,4,2
INT,515,2021-06-20 12:17:34,7,pt-BR,154678458,EmM1XiJJwKoPLyq,2021-06-20 12:10:20,2021-06-20 12:17:34,Feminino,18,Acima de 3 e até 5 salários mínimos,Ensino Superior,Celular,Sim,Não,Não,Não,Sim,Não,Sim,,2,2,2,1,1,2,2,1,1,2,2,6,6,6,5,6,4,2,1,2,4,3,1,2,6,2,4,4,4,1,5,2,6,4,4,6,4,4,1,6,2,6,6,5,6,6,4,4,5,4,6,4,5,4
EXT,41,2021-05-14 09:31:44,7,pt-BR,1107196023,2021-05-14 09:22:57,2021-05-14 09:31:44,,Masculino,35,Acima de 5 e até 10 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,,2,2,2,1,1,2,4,2,3,3,4,7,5,5,3,3,5,5,1,1,1,1,1,1,1,4,2,5,2,4,4,2,4,2,2,6,1,4,1,5,2,5,4,4,5,6,2,4,3,4,6,4,5,4
INT,573,2021-06-20 15:19:27,7,pt-BR,438746609,EHh4t66X8BdaTpx,2021-06-20 15:13:50,2021-06-20 15:19:27,Masculino,18,Acima de 3 e até 5 salários mínimos,Ensino Superior,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,oteatromagico,2,2,2,1,2,2,5,4,4,2,2,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,6,4,7,7,7,7,5,6,6,7,6,7,4
INT,800,2021-06-21 09:43:47,7,pt-BR,2083970631,F4xtdyMs3QWZFTz,2021-06-21 09:32:52,2021-06-21 09:43:47,Feminino,57,Acima de 3 e até 5 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Sim,Não,Não,Não,Não,Sim,,2,2,2,2,1,2,5,5,2,2,5,2,2,5,2,4,2,2,1,2,1,1,2,2,2,2,2,2,4,2,4,2,2,2,5,5,2,1,1,2,2,2,2,1,6,5,3,1,2,1,4,5,5,2
INT,476,2021-06-20 10:37:42,7,pt-BR,1151809779,VWFj6AIz5gKuXDa,2021-06-20 10:28:02,2021-06-20 10:37:42,Feminino,19,Até 1 salário mínimo,Ensino Superior,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Centro fluante,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,6,5,4,4,5,7,4
INT,259,2021-06-19 09:01:36,7,pt-BR,179195227,W2bAhLavLzZS2f6,2021-06-19 08:54:13,2021-06-19 09:01:36,Masculino,52,Acima de 10 e até 15 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,,2,2,2,2,3,2,5,5,4,5,2,3,3,4,2,2,2,2,1,4,2,2,4,2,3,5,4,4,3,2,2,2,3,4,3,4,3,2,4,4,3,5,4,5,5,5,5,5,5,5,5,5,5,2
INT,332,2021-06-19 17:00:24,7,pt-BR,1614975366,v1l0YoZSC8sPOjf,2021-06-19 16:53:53,2021-06-19 17:00:24,Feminino,26,Acima de 3 e até 5 salários mínimos,Ensino Médio,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,,2,2,4,2,1,1,6,1,1,1,1,4,5,3,6,5,3,7,1,1,2,1,4,1,5,1,4,4,4,1,4,4,6,4,7,7,1,1,1,4,1,4,4,6,1,6,6,4,7,6,4,6,4,4
INT,102,2021-04-20 20:19:20,7,pt-BR,396317245,sX7zeJzyenxyTIA,2021-04-20 20:14:02,2021-04-20 20:19:20,Feminino,42,Acima de 15 e até 20 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,SESI Cultura,2,3,1,1,2,2,2,2,6,1,2,6,6,5,6,7,5,6,1,6,1,2,6,1,6,2,3,5,1,2,3,2,6,2,5,6,2,7,2,7,6,7,6,7,6,7,6,6,7,6,7,6,7,3
INT,839,2021-06-21 11:12:50,7,pt-BR,2142668652,ekRN0GDiLhOLTma,2021-06-21 10:57:13,2021-06-21 11:12:50,Feminino,19,Até 1 salário mínimo,Ensino Médio,Computador/Notebook,Sim,Sim,Não,Não,Não,Sim,Sim,,2,3,3,2,4,3,3,3,2,3,4,3,3,3,2,2,3,3,2,3,2,2,3,2,3,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,4,3,5,5,4,5,3,4,4,4,2
INT,176,2021-06-18 15:31:03,7,pt-BR,1469088092,fPvvzEVcHhVZCGs,2021-06-18 15:22:19,2021-06-18 15:31:03,Feminino,43,Acima de 10 e até 15 salários mínimos,Mestrado/Doutorado,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Teatro municipal de SP,2,3,4,1,1,2,4,4,5,4,2,6,4,5,4,6,4,5,2,2,2,2,1,2,5,5,4,1,4,1,2,1,4,5,4,4,2,6,1,6,4,6,6,5,5,5,5,5,5,4,5,5,5,4
INT,455,2021-06-20 09:04:28,7,pt-BR,477098873,inAY9MaqH7qtjTH,2021-06-20 08:56:03,2021-06-20 09:04:28,Masculino,22,Acima de 3 e até 5 salários mínimos,Ensino Médio,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,,2,3,5,1,2,3,4,2,4,4,5,6,1,6,2,3,6,1,1,1,1,2,1,1,1,3,4,1,1,1,6,2,6,1,4,6,1,1,2,5,2,6,4,4,4,5,4,5,4,5,4,5,5,4
INT,447,2021-06-20 08:38:02,7,pt-BR,1851745239,o37GrybBDA2Q1h1,2021-06-20 08:27:33,2021-06-20 08:38:02,Masculino,27,Acima de 1 e até 3 salários mínimos,Ensino Superior,Celular,Sim,Não,Não,Sim,Não,Não,Sim,,2,4,2,2,2,2,3,2,3,2,3,3,4,2,3,4,4,4,2,4,2,3,3,2,3,3,3,3,3,2,2,2,3,3,4,3,3,4,2,4,4,3,4,5,5,5,4,4,5,5,5,5,5,4
INT,757,2021-06-21 07:08:11,7,pt-BR,1232572391,WFxmOLwQxaw8cnt,2021-06-21 06:58:00,2021-06-21 07:08:11,Feminino,35,Acima de 1 e até 3 salários mínimos,Ensino Superior,Computador/Notebook,Sim,Não,Não,Não,Sim,Não,Sim,"tv cultura, casa poema, teatro ufes, cantiga criança...",2,4,3,2,3,4,5,2,3,2,4,6,6,6,5,6,6,6,1,3,4,2,6,5,6,4,5,6,6,6,6,5,6,6,6,6,4,5,6,6,5,6,6,6,6,6,6,6,6,5,6,6,6,1
EXT,132,2021-05-20 19:49:28,7,pt-BR,1764690315,2021-05-20 19:39:14,2021-05-20 19:49:28,,,29,Acima de 5 e até 10 salários mínimos,Mestrado/Doutorado,Celular,Sim,Não,Não,Não,Sim,Não,Sim,"Arquivo nacional, Arquivo Público ES, e perfis de artistas (plásticos, fotógrafos e arquitetos) que alimentam seus perfis com obras.",2,4,3,3,5,3,3,4,2,5,5,6,5,5,3,5,6,5,2,2,2,3,3,2,4,6,5,4,5,4,6,3,6,6,6,6,5,2,4,6,3,6,6,6,6,6,6,6,6,6,7,6,6,1
EXT,141,2021-05-21 02:17:34,7,pt-BR,113126649,2021-05-21 02:09:18,2021-05-21 02:17:34,,Feminino,41,Acima de 1 e até 3 salários mínimos,Ensino Superior,Celular,Sim,Não,Não,Sim,Não,Não,Sim,Museu Ciência e vida,2,4,3,4,1,2,4,4,4,2,1,7,5,6,4,7,4,4,1,1,1,1,1,1,1,4,3,4,4,2,3,1,1,2,4,1,4,4,2,7,5,6,7,5,5,4,4,5,4,4,6,5,4,4
EXT,9,2021-05-13 18:46:38,7,pt-BR,1859767462,2021-05-13 18:37:52,2021-05-13 18:46:38,,Feminino,40,Acima de 1 e até 3 salários mínimos,Pós-Graduação,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,"Nao é Espaço Cultural, mas é a Camarata Sesi",2,4,6,3,4,5,5,4,4,3,2,4,2,4,5,4,3,4,1,1,1,1,4,2,4,4,4,4,4,1,2,3,4,4,5,4,1,1,2,4,3,4,5,5,5,5,5,4,4,5,5,5,5,4
INT,728,2021-06-20 23:36:16,7,pt-BR,710305447,JimBnznYaij5t4c,2021-06-20 22:56:08,2021-06-20 23:36:16,,28,Acima de 5 e até 10 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,,2,5,3,1,2,3,5,6,3,4,7,4,4,3,3,4,4,4,1,1,1,1,2,3,3,2,2,2,1,2,3,2,6,4,5,6,1,4,1,5,2,6,5,4,6,6,4,4,6,6,5,6,4,4
INT,801,2021-06-21 09:41:42,7,pt-BR,1299637035,zvUgyj90rDk6lQQ,2021-06-21 09:36:41,2021-06-21 09:41:42,Feminino,37,Acima de 20 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Sim,Não,Não,Sim,masp,2,5,3,5,5,5,5,2,2,3,4,7,7,5,5,5,5,6,3,2,2,3,2,3,5,5,4,5,5,3,5,5,5,1,3,6,3,5,1,5,1,5,5,7,6,7,3,5,5,5,6,4,6,3
INT,503,2021-06-20 11:42:49,7,pt-BR,540058474,K8s1Uiqt90zinLd,2021-06-20 11:36:20,2021-06-20 11:42:49,Masculino,29,Acima de 1 e até 3 salários mínimos,Ensino Superior,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Visite o Palácio Anchieta,2,5,4,2,1,2,5,3,2,3,3,7,6,5,3,4,5,5,2,1,1,2,4,4,5,5,4,5,6,2,4,5,6,5,5,5,3,5,5,6,4,6,5,7,6,7,5,7,5,5,7,5,7,3
INT,592,2021-06-20 15:59:47,7,pt-BR,555415618,QKWflwsJaRcoYq7,2021-06-20 15:53:49,2021-06-20 15:59:47,Feminino,18,Até 1 salário mínimo,Ensino Médio,Celular,Sim,Não,Não,Não,Não,Sim,Sim,@cultura.filosofica,2,5,4,3,2,5,5,2,2,3,2,7,3,4,3,4,6,5,1,1,1,1,1,3,5,7,6,4,5,4,3,2,4,3,6,6,1,3,5,6,3,7,6,6,6,6,5,4,5,5,6,6,6,3
INT,734,2021-06-20 23:30:38,7,pt-BR,1918057018,SrgG6zMtKkdm2VN,2021-06-20 23:21:41,2021-06-20 23:30:38,Masculino,30,Acima de 5 e até 10 salários mínimos,Pós-Graduação,Computador/Notebook,Sim,Não,Não,Sim,Não,Não,Sim,,2,5,4,4,4,3,5,5,4,4,4,6,4,5,6,6,5,5,2,2,2,2,5,5,5,6,6,6,5,3,3,3,5,5,6,6,6,4,4,4,3,6,6,3,5,5,5,5,5,5,5,6,4,0
INT,136,2021-06-01 09:55:09,7,pt-BR,1192934568,1QwofOtASt5t4RW,2021-06-01 09:50:36,2021-06-01 09:55:09,,25,Até 1 salário mínimo,Ensino Médio,Computador/Notebook,Sim,Não,Não,Não,Sim,Não,Sim,Aoca,2,5,5,1,3,2,5,3,3,2,1,2,1,1,7,1,2,1,2,3,3,1,2,3,1,2,4,2,2,1,6,3,4,4,4,4,2,5,2,5,4,6,7,5,7,5,7,4,7,1,7,7,5,4
INT,705,2021-06-20 21:42:53,7,pt-BR,1593981626,eP7H3GRHAdvoX7n,2021-06-20 21:34:59,2021-06-20 21:42:53,Masculino,22,Acima de 1 e até 3 salários mínimos,Ensino Médio,Celular,Sim,Não,Não,Não,Não,Sim,Sim,,2,5,5,2,4,4,4,6,4,2,3,7,5,5,6,6,6,6,2,5,3,5,4,4,5,5,4,3,6,4,4,4,5,5,6,5,2,2,2,6,6,7,6,2,3,2,2,6,3,4,5,3,2,2
INT,232,2021-06-18 22:00:28,7,pt-BR,1296873070,IhpqfdtGjiU0cie,2021-06-18 21:52:12,2021-06-18 22:00:28,Feminino,49,Acima de 1 e até 3 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Não,Sim,Não,Sim,Arch Daily,2,5,5,3,5,6,6,3,5,2,5,7,6,3,5,6,5,6,4,4,5,4,5,5,7,6,5,4,4,3,4,6,6,4,7,6,3,3,3,6,4,4,5,5,6,5,6,4,6,6,6,5,4,0
INT,79,2021-04-14 22:12:19,7,pt-BR,1236530230,WpsW457KpDy3XaS,2021-04-14 22:05:23,2021-04-14 22:12:19,Feminino,31,Acima de 5 e até 10 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,CCBB RJ,2,5,6,1,4,6,5,1,4,6,4,7,6,5,5,5,5,5,2,2,2,4,5,1,5,4,4,4,4,3,6,3,6,4,4,4,1,5,1,7,5,7,7,7,6,7,4,6,6,6,6,5,6,3
EXT,124,2021-05-20 18:11:28,7,pt-BR,1627514561,2021-05-20 17:52:00,2021-05-20 18:11:28,,Feminino,39,Acima de 5 e até 10 salários mínimos,Pós-Graduação,Celular,Sim,Não,Não,Não,Sim,Não,Sim,@gaeu.ufes e @gap.ufes,2,5,6,2,2,2,2,4,4,4,6,5,3,3,3,6,1,3,4,6,4,1,1,1,3,4,5,6,6,1,2,2,6,2,4,5,2,4,2,6,4,7,7,1,1,7,4,5,6,7,7,4,6,2
INT,82,2021-04-15 08:53:51,7,pt-BR,174122281,ne6Gt6I4pcTaofa,2021-04-15 08:44:29,2021-04-15 08:53:51,Masculino,30,Acima de 10 e até 15 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,@maesmuseu,2,6,2,1,5,5,6,1,1,1,1,7,6,6,5,7,4,6,1,1,1,1,1,1,1,5,1,6,4,5,3,4,3,3,1,5,1,2,3,7,5,7,7,7,6,7,2,5,6,7,7,2,7,3
INT,270,2021-06-19 10:14:24,7,pt-BR,1014834326,XRmk0fHNmIZdo7v,2021-06-19 10:08:43,2021-06-19 10:14:24,Masculino,33,Acima de 5 e até 10 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Não,Sim,Não,Sim,,2,6,5,3,4,4,6,2,7,4,5,3,2,7,6,1,4,5,1,1,1,1,1,1,5,2,3,3,4,1,3,2,3,5,6,2,2,1,1,1,1,4,7,6,7,7,7,6,6,6,7,6,6,4
INT,1001,2021-06-23 11:14:36,7,pt-BR,1821559462,SsWf5cce0haYXXc,2021-06-23 11:06:57,2021-06-23 11:14:36,Masculino,45,Acima de 5 e até 10 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Sim,Não,Não,Não,Não,Sim,Privilege Juiz de Fora,2,6,6,1,3,5,6,2,2,2,2,6,5,2,5,2,4,4,4,2,4,5,2,5,5,6,5,6,5,1,4,4,6,5,6,6,3,5,2,5,2,6,4,4,6,4,5,5,6,4,4,6,4,2
EXT,101,2021-05-18 19:47:26,7,pt-BR,2069488444,2021-05-18 19:36:33,2021-05-18 19:47:26,,Masculino,33,Acima de 3 e até 5 salários mínimos,Pós-Graduação,Celular,Sim,Não,Não,Não,Não,Sim,Sim,"Teatro Universitário, Cine Metrópolis e Gaeu",2,6,6,2,2,3,4,6,6,3,2,7,7,5,4,7,3,7,2,2,2,6,3,3,6,6,5,6,6,2,7,2,3,3,3,5,5,6,5,6,6,6,6,6,3,3,3,5,3,3,6,3,7,0
INT,763,2021-06-21 07:37:12,7,pt-BR,239793371,lKooBVVP6a4bi93,2021-06-21 07:29:53,2021-06-21 07:37:12,Masculino,28,Acima de 5 e até 10 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Não,Sim,Não,Sim,orquestra ouro preto,2,6,6,2,2,4,6,2,2,2,3,5,2,2,2,5,5,4,6,3,2,4,2,2,3,5,5,5,6,6,2,2,6,6,6,6,2,5,2,6,2,6,6,6,6,2,2,5,6,5,6,2,4,2
INT,46,2021-04-13 21:16:17,7,pt-BR,1277172119,pRakeZqRVwjdtwX,2021-04-13 21:06:22,2021-04-13 21:16:17,Masculino,47,Acima de 15 e até 20 salários mínimos,Mestrado/Doutorado,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Projeto mãos à obra; poesiooo; teatro da ufes,2,7,2,1,3,3,3,3,3,2,4,4,3,3,2,5,3,3,2,1,1,1,2,1,3,2,1,2,2,2,2,2,4,2,2,4,2,2,1,6,4,6,6,5,4,4,2,2,3,3,4,2,4,4
EXT,191,2021-05-24 16:16:58,7,pt-BR,27937554,2021-05-24 16:11:21,2021-05-24 16:16:58,,Feminino,34,Acima de 5 e até 10 salários mínimos,Ensino Superior,Computador/Notebook,Sim,Não,Não,Não,Sim,Não,Sim,,2,7,7,1,4,5,5,4,6,4,4,7,7,7,7,7,7,6,3,3,5,3,3,5,7,5,4,5,5,5,6,5,5,5,5,6,3,6,3,6,5,6,6,7,6,7,5,4,5,6,7,5,5,1
INT,682,2021-06-20 20:07:40,7,pt-BR,1546282644,YcbGzF1qPs3NnXV,2021-06-20 19:54:47,2021-06-20 20:07:40,Feminino,21,Acima de 3 e até 5 salários mínimos,Ensino Superior,Celular,Sim,Não,Não,Não,Sim,Sim,Sim,Sebo ponto de cultura,2,7,7,1,5,3,5,1,3,4,2,7,6,4,1,5,7,3,1,1,1,1,2,7,1,6,4,6,6,6,7,7,5,6,4,5,5,7,5,7,5,7,7,7,5,7,4,5,4,4,7,7,7,1
INT,813,2021-06-21 10:13:06,7,pt-BR,84734139,VtZdfB0yi0ocipN,2021-06-21 10:08:11,2021-06-21 10:13:05,Feminino,18,Acima de 1 e até 3 salários mínimos,Ensino Médio,Celular,Sim,Não,Não,Não,Não,Sim,Sim,,3,2,1,3,1,2,3,3,1,3,2,1,2,2,3,1,1,4,1,1,3,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,1,4,1,1,3,5,4,2,2,1,2,1,5,2,2,4,4,2
INT,295,2021-06-19 12:27:43,7,pt-BR,1085253329,azmYfPqYbtTu8Qe,2021-06-19 12:20:42,2021-06-19 12:27:43,,27,Acima de 3 e até 5 salários mínimos,Ensino Médio,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Isadora maria,3,2,4,4,5,7,7,6,7,5,5,4,1,4,5,2,3,1,1,1,1,5,5,6,7,4,7,7,7,7,6,5,6,5,5,7,5,1,6,7,6,7,7,6,7,6,5,5,6,7,7,7,7,0
EXT,197,2021-05-31 18:04:12,7,pt-BR,948586195,2021-05-31 17:59:58,2021-05-31 18:04:12,,Feminino,23,Até 1 salário mínimo,Ensino Superior,Computador/Notebook,Sim,Sim,Não,Não,Não,Não,Sim,"Maes, Masp, Galeria Homero Massena, Gaeu, Gap",3,3,3,2,3,2,3,3,2,3,3,2,2,3,3,2,2,2,3,2,1,2,2,1,2,2,3,2,2,3,4,2,2,2,1,2,2,3,2,2,3,2,2,5,2,1,2,2,5,3,2,1,3,2
INT,558,2021-06-20 14:27:11,7,pt-BR,536527501,RBclIcauH3U4Cld,2021-06-20 14:24:05,2021-06-20 14:27:11,Masculino,46,Acima de 3 e até 5 salários mínimos,Pós-Graduação,Celular,Sim,Não,Não,Não,Não,Sim,Sim,,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,5,4,3,4,4,3,4,4,5,4,3,3,3,4,4,4,4,4,4,5,4,6,3,4,4,5,5,5,4,5,4,3,4,3,2
INT,818,2021-06-21 10:23:17,7,pt-BR,1152564250,vRZteZEohulmQcz,2021-06-21 10:17:51,2021-06-21 10:23:17,Feminino,18,Até 1 salário mínimo,Ensino Superior,Celular,Sim,Não,Não,Não,Não,Sim,Sim,,3,3,3,3,3,3,3,3,3,4,3,4,3,3,2,3,1,3,1,3,1,2,1,2,1,1,1,1,1,1,1,1,2,2,4,1,2,2,1,1,2,3,3,4,4,4,4,4,4,4,4,4,5,4
INT,166,2021-06-18 14:41:03,7,pt-BR,1315488131,no9eafk6WsIkarb,2021-06-18 14:34:38,2021-06-18 14:41:03,Feminino,42,Acima de 5 e até 10 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,tvgazeta,3,3,3,3,3,3,3,3,3,4,3,7,4,1,4,4,5,1,1,1,1,1,1,1,1,2,3,3,3,1,1,2,1,1,2,4,1,1,1,7,4,7,7,6,4,4,4,5,4,4,5,5,6,4
INT,590,2021-06-20 16:08:48,7,pt-BR,214779310,kNicHmmU44cnn1A,2021-06-20 15:51:14,2021-06-20 16:08:48,Feminino,20,Acima de 1 e até 3 salários mínimos,Ensino Médio,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,,3,3,3,3,4,4,3,1,1,1,1,6,4,2,1,5,4,4,1,1,1,1,1,1,4,4,5,5,6,1,2,1,1,1,1,1,1,4,1,7,4,7,7,7,4,7,4,2,2,6,7,4,7,4
INT,277,2021-06-19 11:00:50,7,pt-BR,1361142773,Ewlfx8zOh54lNYy,2021-06-19 10:48:45,2021-06-19 11:00:50,Feminino,39,Acima de 5 e até 10 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Sim,Não,Não,Não,Não,Sim,artemanha,3,3,5,2,3,3,3,3,5,6,4,7,4,2,5,6,4,2,1,1,1,1,2,2,6,7,6,5,4,1,3,2,4,6,6,5,2,7,6,7,4,7,7,7,7,7,7,4,7,7,7,4,7,3
EXT,133,2021-05-20 19:56:58,7,pt-BR,1452743165,2021-05-20 19:51:02,2021-05-20 19:56:58,,Feminino,26,Acima de 3 e até 5 salários mínimos,Mestrado/Doutorado,Celular,Sim,Não,Não,Não,Não,Sim,Sim,"O perfil de uma artista visual: Cláudia Hamersmi, Galeria Mamute, Fundação Ibere Camargo",3,3,5,7,5,7,7,1,4,1,4,7,4,7,7,7,4,7,1,1,1,1,4,1,7,7,7,7,7,1,4,3,7,7,1,7,1,7,4,7,1,7,7,7,5,7,4,6,4,7,7,4,7,1
INT,881,2021-06-21 14:48:31,7,pt-BR,1384285234,nNsmBip4IZ8CqT1,2021-06-21 14:38:53,2021-06-21 14:48:31,Feminino,36,Acima de 5 e até 10 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,@museelouvre @museeorsay @cinejardinsoficial @masp,3,3,7,1,3,1,3,3,2,4,1,7,7,5,2,7,6,5,1,1,1,1,2,1,7,5,7,4,4,1,4,3,5,5,5,7,1,2,1,7,1,7,7,7,7,7,7,3,7,7,7,7,7,3
EXT,19,2021-05-13 21:19:16,7,pt-BR,1659983806,2021-05-13 21:11:52,2021-05-13 21:19:16,,Masculino,35,Acima de 5 e até 10 salários mínimos,Pós-Graduação,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Gal galeria,3,4,1,1,1,4,4,1,7,1,1,7,1,4,4,4,4,1,1,1,1,1,1,1,1,4,1,4,1,1,1,4,4,4,1,4,1,7,1,4,1,4,4,4,5,5,6,4,7,4,5,6,4,4
EXT,39,2021-05-14 09:18:43,7,pt-BR,1953834406,2021-05-14 09:10:28,2021-05-14 09:18:43,,Feminino,31,Acima de 5 e até 10 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,casasdecultura,3,4,1,1,5,2,5,4,5,2,4,7,2,3,5,7,7,2,1,1,1,2,5,5,7,5,5,4,4,2,5,5,5,5,4,7,2,7,2,6,4,7,7,7,7,7,7,5,7,5,7,4,7,3
INT,474,2021-06-20 10:32:01,7,pt-BR,1932911471,J9gQGqz8WlaGqoX,2021-06-20 10:23:34,2021-06-20 10:32:01,Feminino,18,Até 1 salário mínimo,Ensino Médio,Celular,Sim,Não,Não,Não,Sim,Não,Sim,Café de lá music,3,4,2,1,2,2,6,5,1,2,1,1,1,2,1,5,6,7,1,6,2,1,1,1,1,1,2,5,3,1,3,3,2,1,4,3,1,4,1,4,1,6,7,4,6,7,6,5,6,6,6,6,4,4
INT,819,2021-06-21 10:32:04,7,pt-BR,1807283845,5ZCz2u2nCLCN7EN,2021-06-21 10:18:11,2021-06-21 10:32:04,Feminino,41,Acima de 3 e até 5 salários mínimos,Pós-Graduação,Computador/Notebook,Sim,Não,Não,Não,Sim,Não,Sim,Sine shopping São Mateus,3,4,2,2,2,4,2,2,3,6,2,4,4,2,4,4,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,4,4,4,4,4,4,4,4,1,4,4,4,2
INT,194,2021-06-18 17:21:23,7,pt-BR,1016246524,SQj9jIkHQa4Yz5b,2021-06-18 17:16:37,2021-06-18 17:21:23,Feminino,33,Acima de 1 e até 3 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,,3,4,2,3,2,3,4,3,4,3,2,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,6,5,6,7,6,6,6,6,6,0
INT,654,2021-06-20 19:07:58,7,pt-BR,474741096,eNouDziFzL2se22,2021-06-20 19:01:21,2021-06-20 19:07:58,,22,Até 1 salário mínimo,Ensino Superior,Computador/Notebook,Sim,Não,Não,Não,Sim,Não,Sim,calcasadasartes,3,4,3,1,4,4,7,7,3,4,1,5,5,5,4,5,5,4,1,1,1,1,4,4,3,4,3,4,3,1,6,4,3,3,2,5,1,5,3,5,2,3,5,7,6,5,7,5,6,5,6,5,6,4
EXT,29,2021-05-14 00:05:51,7,pt-BR,1230564869,2021-05-13 23:56:27,2021-05-14 00:05:51,,Feminino,34,Acima de 5 e até 10 salários mínimos,Mestrado/Doutorado,Celular,Sim,Não,Não,Não,Não,Sim,Sim,,3,4,3,2,3,3,3,2,2,1,2,6,3,5,6,3,4,3,2,5,2,5,1,1,5,4,4,4,6,3,2,3,4,3,5,5,2,6,5,6,3,7,6,5,5,5,3,4,4,4,5,4,5,4
INT,299,2021-06-19 12:42:13,7,pt-BR,1033891054,JEnbOudI78l2Xaz,2021-06-19 12:36:47,2021-06-19 12:42:13,Feminino,36,Acima de 5 e até 10 salários mínimos,Pós-Graduação,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,sescgloria,3,4,4,1,3,2,3,2,6,2,2,6,5,5,3,7,2,2,1,1,1,1,5,1,6,4,4,5,2,1,3,3,2,3,2,2,1,6,2,6,2,7,6,6,2,1,5,5,5,5,5,3,7,4
